index,entities,answers,sentences,entity,corrected_answers,counter_entity
5595,Price,"['alcohol', 'within 5 miles']",please list restaurants that serve alcohol within 5 miles,"['Dish', 'Location']",,none
4074,Amenity,"['alcohol', 'within 5 miles']",please list restaurants that serve alcohol within 5 miles,"['Dish', 'Location']",,none
11679,Restaurant_Name,"['alcohol', 'within 5 miles']",please list restaurants that serve alcohol within 5 miles,"['Dish', 'Location']",,none
4871,Price,"['alicias diner', 'danton drive', 'fixed price menus']",does the alicias diner on danton drive offer fixed price menus,"['Restaurant_Name', 'Location', 'Amenity']",,none
308,Rating,"['alicias diner', 'danton drive', 'fixed price menus']",does the alicias diner on danton drive offer fixed price menus,"['Restaurant_Name', 'Location', 'Amenity']",,none
7913,Cuisine,"['alicias diner', 'danton drive', 'fixed price menus']",does the alicias diner on danton drive offer fixed price menus,"['Restaurant_Name', 'Location', 'Amenity']",,none
6392,Location,"['alicias diner', 'danton drive', 'fixed price menus']",does the alicias diner on danton drive offer fixed price menus,"['Restaurant_Name', 'Location', 'Amenity']",danton drive,LocationLocationLocation
3350,Amenity,"['alicias diner', 'danton drive', 'fixed price menus']",does the alicias diner on danton drive offer fixed price menus,"['Restaurant_Name', 'Location', 'Amenity']",fixed price menus,AmenityAmenityAmenity
1829,Dish,"['alicias diner', 'danton drive', 'fixed price menus']",does the alicias diner on danton drive offer fixed price menus,"['Restaurant_Name', 'Location', 'Amenity']",,none
10955,Restaurant_Name,"['alicias diner', 'danton drive', 'fixed price menus']",does the alicias diner on danton drive offer fixed price menus,"['Restaurant_Name', 'Location', 'Amenity']",alicias diner,Restaurant_NameRestaurant_NameRestaurant_Name
9434,Hours,"['alicias diner', 'danton drive', 'fixed price menus']",does the alicias diner on danton drive offer fixed price menus,"['Restaurant_Name', 'Location', 'Amenity']",,none
885,Rating,"['all asia cafe', 'nearby']",is there an all asia cafe nearby,"['Restaurant_Name', 'Location']",,none
2406,Dish,"['all asia cafe', 'nearby']",is there an all asia cafe nearby,"['Restaurant_Name', 'Location']",,none
11532,Restaurant_Name,"['all asia cafe', 'nearby']",is there an all asia cafe nearby,"['Restaurant_Name', 'Location']",all asia cafe,Restaurant_NameRestaurant_Name
5448,Price,"['all asia cafe', 'nearby']",is there an all asia cafe nearby,"['Restaurant_Name', 'Location']",,none
10011,Hours,"['all asia cafe', 'nearby']",is there an all asia cafe nearby,"['Restaurant_Name', 'Location']",,none
6969,Location,"['all asia cafe', 'nearby']",is there an all asia cafe nearby,"['Restaurant_Name', 'Location']",nearby,LocationLocation
8490,Cuisine,"['all asia cafe', 'nearby']",is there an all asia cafe nearby,"['Restaurant_Name', 'Location']",,none
3927,Amenity,"['all asia cafe', 'nearby']",is there an all asia cafe nearby,"['Restaurant_Name', 'Location']",,none
5304,Price,"['all you can eat', 'mexican buffet']",im looking for an all you can eat mexican buffet,"['Amenity', 'Cuisine']",,none
9867,Hours,"['all you can eat', 'mexican buffet']",im looking for an all you can eat mexican buffet,"['Amenity', 'Cuisine']",,none
11388,Restaurant_Name,"['all you can eat', 'mexican buffet']",im looking for an all you can eat mexican buffet,"['Amenity', 'Cuisine']",,none
3783,Amenity,"['all you can eat', 'mexican buffet']",im looking for an all you can eat mexican buffet,"['Amenity', 'Cuisine']",all you can eat,AmenityAmenity
741,Rating,"['all you can eat', 'mexican buffet']",im looking for an all you can eat mexican buffet,"['Amenity', 'Cuisine']",,none
8346,Cuisine,"['all you can eat', 'mexican buffet']",im looking for an all you can eat mexican buffet,"['Amenity', 'Cuisine']",mexican buffet,CuisineCuisine
6825,Location,"['all you can eat', 'mexican buffet']",im looking for an all you can eat mexican buffet,"['Amenity', 'Cuisine']",,none
2262,Dish,"['all you can eat', 'mexican buffet']",im looking for an all you can eat mexican buffet,"['Amenity', 'Cuisine']",,none
8558,Cuisine,['all you can eat buffet'],locate an all you can eat buffet,['Amenity'],,none
953,Rating,['all you can eat buffet'],locate an all you can eat buffet,['Amenity'],,none
11600,Restaurant_Name,['all you can eat buffet'],locate an all you can eat buffet,['Amenity'],,none
3995,Amenity,['all you can eat buffet'],locate an all you can eat buffet,['Amenity'],all you can eat buffet,Amenity
10079,Hours,['all you can eat buffet'],locate an all you can eat buffet,['Amenity'],,none
7037,Location,['all you can eat buffet'],locate an all you can eat buffet,['Amenity'],,none
5516,Price,['all you can eat buffet'],locate an all you can eat buffet,['Amenity'],,none
2474,Dish,['all you can eat buffet'],locate an all you can eat buffet,['Amenity'],,none
7670,Cuisine,['allow smoking'],are there any places left that allow smoking in a restaraunt,['Amenity'],,none
7706,Cuisine,['allow smoking'],areas that allow smoking,['Amenity'],,none
1586,Dish,['allow smoking'],are there any places left that allow smoking in a restaraunt,['Amenity'],,none
9227,Hours,['allow smoking'],areas that allow smoking,['Amenity'],,none
4664,Price,['allow smoking'],areas that allow smoking,['Amenity'],,none
10748,Restaurant_Name,['allow smoking'],areas that allow smoking,['Amenity'],,none
1622,Dish,['allow smoking'],areas that allow smoking,['Amenity'],,none
101,Rating,['allow smoking'],areas that allow smoking,['Amenity'],,none
9191,Hours,['allow smoking'],are there any places left that allow smoking in a restaraunt,['Amenity'],,none
6185,Location,['allow smoking'],areas that allow smoking,['Amenity'],,none
3107,Amenity,['allow smoking'],are there any places left that allow smoking in a restaraunt,['Amenity'],allow smoking,Amenity
10712,Restaurant_Name,['allow smoking'],are there any places left that allow smoking in a restaraunt,['Amenity'],,none
65,Rating,['allow smoking'],are there any places left that allow smoking in a restaraunt,['Amenity'],,none
4628,Price,['allow smoking'],are there any places left that allow smoking in a restaraunt,['Amenity'],,none
3143,Amenity,['allow smoking'],areas that allow smoking,['Amenity'],allow smoking,Amenity
6149,Location,['allow smoking'],are there any places left that allow smoking in a restaraunt,['Amenity'],,none
5594,Price,['allows smoking'],please help me locate a restaurant that allows smoking,['Amenity'],,none
8156,Cuisine,['allows smoking'],i am looking for a restaurant that allows smoking,['Amenity'],,none
2552,Dish,['allows smoking'],please help me locate a restaurant that allows smoking,['Amenity'],,none
10157,Hours,['allows smoking'],please help me locate a restaurant that allows smoking,['Amenity'],,none
11198,Restaurant_Name,['allows smoking'],i am looking for a restaurant that allows smoking,['Amenity'],,none
6635,Location,['allows smoking'],i am looking for a restaurant that allows smoking,['Amenity'],,none
4073,Amenity,['allows smoking'],please help me locate a restaurant that allows smoking,['Amenity'],allows smoking,Amenity
2072,Dish,['allows smoking'],i am looking for a restaurant that allows smoking,['Amenity'],,none
8636,Cuisine,['allows smoking'],please help me locate a restaurant that allows smoking,['Amenity'],,none
1031,Rating,['allows smoking'],please help me locate a restaurant that allows smoking,['Amenity'],,none
7115,Location,['allows smoking'],please help me locate a restaurant that allows smoking,['Amenity'],,none
9677,Hours,['allows smoking'],i am looking for a restaurant that allows smoking,['Amenity'],,none
3593,Amenity,['allows smoking'],i am looking for a restaurant that allows smoking,['Amenity'],allows smoking,Amenity
5114,Price,['allows smoking'],i am looking for a restaurant that allows smoking,['Amenity'],,none
11678,Restaurant_Name,['allows smoking'],please help me locate a restaurant that allows smoking,['Amenity'],,none
551,Rating,['allows smoking'],i am looking for a restaurant that allows smoking,['Amenity'],,none
5188,Price,"['allows smoking', 'serves', 'health']",i want a place that allows smoking and serves health food,"['Amenity', 'Amenity', 'Cuisine']",,none
3667,Amenity,"['allows smoking', 'serves', 'health']",i want a place that allows smoking and serves health food,"['Amenity', 'Amenity', 'Cuisine']",allows smoking & serves,AmenityAmenityAmenity
2146,Dish,"['allows smoking', 'serves', 'health']",i want a place that allows smoking and serves health food,"['Amenity', 'Amenity', 'Cuisine']",,none
11272,Restaurant_Name,"['allows smoking', 'serves', 'health']",i want a place that allows smoking and serves health food,"['Amenity', 'Amenity', 'Cuisine']",,none
625,Rating,"['allows smoking', 'serves', 'health']",i want a place that allows smoking and serves health food,"['Amenity', 'Amenity', 'Cuisine']",,none
6709,Location,"['allows smoking', 'serves', 'health']",i want a place that allows smoking and serves health food,"['Amenity', 'Amenity', 'Cuisine']",,none
9751,Hours,"['allows smoking', 'serves', 'health']",i want a place that allows smoking and serves health food,"['Amenity', 'Amenity', 'Cuisine']",,none
8230,Cuisine,"['allows smoking', 'serves', 'health']",i want a place that allows smoking and serves health food,"['Amenity', 'Amenity', 'Cuisine']",health,CuisineCuisineCuisine
9135,Hours,"['along the road', 'good', 'beer', 'ribs']",any place along the road has a good beer selection that also serves ribs,"['Location', 'Rating', 'Dish', 'Dish']",,none
7614,Cuisine,"['along the road', 'good', 'beer', 'ribs']",any place along the road has a good beer selection that also serves ribs,"['Location', 'Rating', 'Dish', 'Dish']",,none
1530,Dish,"['along the road', 'good', 'beer', 'ribs']",any place along the road has a good beer selection that also serves ribs,"['Location', 'Rating', 'Dish', 'Dish']",beer & ribs,DishDishDishDish
4572,Price,"['along the road', 'good', 'beer', 'ribs']",any place along the road has a good beer selection that also serves ribs,"['Location', 'Rating', 'Dish', 'Dish']",,none
10656,Restaurant_Name,"['along the road', 'good', 'beer', 'ribs']",any place along the road has a good beer selection that also serves ribs,"['Location', 'Rating', 'Dish', 'Dish']",,none
9,Rating,"['along the road', 'good', 'beer', 'ribs']",any place along the road has a good beer selection that also serves ribs,"['Location', 'Rating', 'Dish', 'Dish']",good,RatingRatingRatingRating
6093,Location,"['along the road', 'good', 'beer', 'ribs']",any place along the road has a good beer selection that also serves ribs,"['Location', 'Rating', 'Dish', 'Dish']",along the road,LocationLocationLocationLocation
3051,Amenity,"['along the road', 'good', 'beer', 'ribs']",any place along the road has a good beer selection that also serves ribs,"['Location', 'Rating', 'Dish', 'Dish']",,none
7824,Cuisine,"['along the way to the airport', 'open late']",could you find me some restaurants located along the way to the airport that are open late,"['Location', 'Hours']",,none
9345,Hours,"['along the way to the airport', 'open late']",could you find me some restaurants located along the way to the airport that are open late,"['Location', 'Hours']",open late,HoursHours
219,Rating,"['along the way to the airport', 'open late']",could you find me some restaurants located along the way to the airport that are open late,"['Location', 'Hours']",,none
10866,Restaurant_Name,"['along the way to the airport', 'open late']",could you find me some restaurants located along the way to the airport that are open late,"['Location', 'Hours']",,none
6303,Location,"['along the way to the airport', 'open late']",could you find me some restaurants located along the way to the airport that are open late,"['Location', 'Hours']",along the way to the airport,LocationLocation
4782,Price,"['along the way to the airport', 'open late']",could you find me some restaurants located along the way to the airport that are open late,"['Location', 'Hours']",,none
3261,Amenity,"['along the way to the airport', 'open late']",could you find me some restaurants located along the way to the airport that are open late,"['Location', 'Hours']",,none
1740,Dish,"['along the way to the airport', 'open late']",could you find me some restaurants located along the way to the airport that are open late,"['Location', 'Hours']",,none
9630,Hours,"['als diner', 'from here']",how do you get to als diner from here,"['Restaurant_Name', 'Location']",,none
3546,Amenity,"['als diner', 'from here']",how do you get to als diner from here,"['Restaurant_Name', 'Location']",,none
6588,Location,"['als diner', 'from here']",how do you get to als diner from here,"['Restaurant_Name', 'Location']",from here,LocationLocation
8109,Cuisine,"['als diner', 'from here']",how do you get to als diner from here,"['Restaurant_Name', 'Location']",,none
11151,Restaurant_Name,"['als diner', 'from here']",how do you get to als diner from here,"['Restaurant_Name', 'Location']",als diner,Restaurant_NameRestaurant_Name
5067,Price,"['als diner', 'from here']",how do you get to als diner from here,"['Restaurant_Name', 'Location']",,none
504,Rating,"['als diner', 'from here']",how do you get to als diner from here,"['Restaurant_Name', 'Location']",,none
2025,Dish,"['als diner', 'from here']",how do you get to als diner from here,"['Restaurant_Name', 'Location']",,none
3823,Amenity,"['amaral manuel', 'near here', 'open after 12 pm']",is the amaral manuel near here open after 12 pm,"['Restaurant_Name', 'Location', 'Hours']",,none
8386,Cuisine,"['amaral manuel', 'near here', 'open after 12 pm']",is the amaral manuel near here open after 12 pm,"['Restaurant_Name', 'Location', 'Hours']",,none
11428,Restaurant_Name,"['amaral manuel', 'near here', 'open after 12 pm']",is the amaral manuel near here open after 12 pm,"['Restaurant_Name', 'Location', 'Hours']",amaral manuel,Restaurant_NameRestaurant_NameRestaurant_Name
9907,Hours,"['amaral manuel', 'near here', 'open after 12 pm']",is the amaral manuel near here open after 12 pm,"['Restaurant_Name', 'Location', 'Hours']",open after 12 pm,HoursHoursHours
5344,Price,"['amaral manuel', 'near here', 'open after 12 pm']",is the amaral manuel near here open after 12 pm,"['Restaurant_Name', 'Location', 'Hours']",,none
